Design
Parameter,Units,SB0,SB1,SB2,SB3,SB4,SB5,SB6,SB7
Battery Capacity,kWh,848.6561895241709,1066.781101723946,1122.6778805236843,1141.8410803614536,798.18808899644,1186.310560492863,1092.2416462520896,1139.263433575113
Solar Capacity,kWp,1190.4446763560466,1030.8788252320928,1051.2239576741006,1041.9716850828731,1070.1737155484625,1032.176850562644,1081.196581196581,1069.9515389652918
Grid Con. Capacity,kW,951.4
Objective
Objective Components,Value ($)
Total,34074108.41937071
Elec. Price,10991681.903092701
Carbon Cost,4290967.870876818
Grid Ex. Cost,5.362378866872557e-09
Grid Cap. Cost,1827480.8333333335
Battery Cost,8395959.98144976
Solar Cost,8568017.830618093
Reduced Scenarios
Scenario no.,Prob,SB0,SB1,SB2,SB3,SB4,SB5,SB6,SB7
0,0.12500000000000006,"(0, 2015)","(19, 2015)","(58, 2017)","(40, 2013)","(4, 2016)","(102, 2013)","(19, 2015)","(25, 2014)"
1,0.136,"(0, 2013)","(19, 2012)","(58, 2016)","(40, 2014)","(4, 2016)","(102, 2014)","(19, 2017)","(25, 2012)"
2,0.07700000000000001,"(0, 2017)","(19, 2014)","(58, 2016)","(40, 2016)","(4, 2014)","(102, 2014)","(19, 2015)","(25, 2016)"
3,0.137,"(0, 2014)","(19, 2015)","(58, 2017)","(40, 2014)","(4, 2015)","(102, 2014)","(19, 2015)","(25, 2012)"
4,0.138,"(0, 2013)","(19, 2014)","(58, 2017)","(40, 2013)","(4, 2013)","(102, 2015)","(19, 2016)","(25, 2016)"
5,0.07700000000000001,"(0, 2017)","(19, 2012)","(58, 2016)","(40, 2017)","(4, 2014)","(102, 2013)","(19, 2015)","(25, 2017)"
6,0.08300000000000002,"(0, 2013)","(19, 2014)","(58, 2012)","(40, 2017)","(4, 2016)","(102, 2014)","(19, 2017)","(25, 2013)"
7,0.08000000000000002,"(0, 2017)","(19, 2014)","(58, 2012)","(40, 2013)","(4, 2014)","(102, 2014)","(19, 2014)","(25, 2016)"
8,0.08900000000000002,"(0, 2012)","(19, 2013)","(58, 2015)","(40, 2013)","(4, 2013)","(102, 2015)","(19, 2017)","(25, 2012)"
9,0.058,"(0, 2015)","(19, 2015)","(58, 2015)","(40, 2012)","(4, 2015)","(102, 2015)","(19, 2013)","(25, 2016)"
