Design
Parameter,Units,SB0,SB1,SB2,SB3,SB4,SB5,SB6,SB7
Battery Capacity,kWh,876.8717789014877,700.4315698553125,781.9916713498062,1079.2435731849366,904.3427366186332,785.4256446677887,785.4543886858152,809.6388784875822
Solar Capacity,kWp,1205.9004072115995,1174.5176525758693,1052.8,1057.0570931140062,1177.5987797989333,1103.442060178855,1061.742528105292,1094.7184161284483
Grid Con. Capacity,kW,964.9957943639495
Objective
Objective Components,Value ($)
Total,33593141.65696047
Elec. Price,11641856.750032648
Carbon Cost,4418480.2546584075
Grid Ex. Cost,28031.38506430045
Grid Cap. Cost,1853596.0883407528
Battery Cost,6723400.241751363
Solar Cost,8927776.937113004
Reduced Scenarios
Scenario no.,Prob,SB0,SB1,SB2,SB3,SB4,SB5,SB6,SB7
0,0.10300000000000004,"(0, 2015)","(8, 2016)","(104, 2013)","(19, 2017)","(0, 2015)","(104, 2013)","(104, 2014)","(4, 2012)"
1,0.11500000000000005,"(0, 2017)","(8, 2015)","(104, 2012)","(19, 2012)","(0, 2014)","(104, 2017)","(104, 2012)","(4, 2015)"
2,0.131,"(0, 2012)","(8, 2017)","(104, 2015)","(19, 2012)","(0, 2015)","(104, 2013)","(104, 2015)","(4, 2016)"
3,0.11100000000000004,"(0, 2015)","(8, 2014)","(104, 2017)","(19, 2012)","(0, 2015)","(104, 2016)","(104, 2017)","(4, 2012)"
4,0.07200000000000001,"(0, 2017)","(8, 2015)","(104, 2017)","(19, 2016)","(0, 2016)","(104, 2017)","(104, 2012)","(4, 2016)"
5,0.11600000000000005,"(0, 2013)","(8, 2015)","(104, 2016)","(19, 2017)","(0, 2014)","(104, 2017)","(104, 2013)","(4, 2013)"
6,0.09400000000000003,"(0, 2013)","(8, 2012)","(104, 2012)","(19, 2013)","(0, 2016)","(104, 2013)","(104, 2013)","(4, 2017)"
7,0.08100000000000002,"(0, 2017)","(8, 2013)","(104, 2012)","(19, 2016)","(0, 2012)","(104, 2016)","(104, 2015)","(4, 2012)"
8,0.09700000000000003,"(0, 2012)","(8, 2017)","(104, 2016)","(19, 2016)","(0, 2016)","(104, 2017)","(104, 2012)","(4, 2016)"
9,0.08000000000000002,"(0, 2014)","(8, 2017)","(104, 2012)","(19, 2015)","(0, 2014)","(104, 2013)","(104, 2015)","(4, 2017)"
