Design
Parameter,Units,SB0,SB1,SB2,SB3,SB4,SB5,SB6,SB7
Battery Capacity,kWh,1075.9303630892193,838.7373028296136,1189.5804119227068,1169.118636764213,1183.0387811445144,914.0406387807191,1065.7864294480419,800.5818095910763
Solar Capacity,kWp,1083.2899119480262,1220.2822617821037,1102.6421630508178,1022.6772667469137,1038.119883047081,1201.230798817279,1092.2209518685406,1078.8432998008473
Grid Con. Capacity,kW,920.4
Objective
Objective Components,Value ($)
Total,34897886.87984796
Elec. Price,11602592.749777112
Carbon Cost,4451238.21943913
Grid Ex. Cost,4.5692464330689606e-09
Grid Cap. Cost,1767935.0
Battery Cost,8236814.373570103
Solar Cost,8839306.53706161
Reduced Scenarios
Scenario no.,Prob,SB0,SB1,SB2,SB3,SB4,SB5,SB6,SB7
0,0.11100000000000004,"(19, 2017)","(0, 2017)","(102, 2017)","(40, 2012)","(102, 2012)","(0, 2012)","(19, 2015)","(4, 2013)"
1,0.12800000000000006,"(19, 2013)","(0, 2017)","(102, 2013)","(40, 2017)","(102, 2014)","(0, 2014)","(19, 2017)","(4, 2014)"
2,0.09400000000000003,"(19, 2013)","(0, 2012)","(102, 2016)","(40, 2017)","(102, 2014)","(0, 2014)","(19, 2012)","(4, 2016)"
3,0.08000000000000002,"(19, 2015)","(0, 2017)","(102, 2012)","(40, 2015)","(102, 2012)","(0, 2014)","(19, 2013)","(4, 2017)"
4,0.14400000000000002,"(19, 2017)","(0, 2017)","(102, 2015)","(40, 2013)","(102, 2015)","(0, 2013)","(19, 2012)","(4, 2014)"
5,0.133,"(19, 2013)","(0, 2017)","(102, 2016)","(40, 2012)","(102, 2016)","(0, 2013)","(19, 2012)","(4, 2012)"
6,0.07100000000000001,"(19, 2016)","(0, 2015)","(102, 2017)","(40, 2014)","(102, 2013)","(0, 2012)","(19, 2013)","(4, 2016)"
7,0.08100000000000002,"(19, 2015)","(0, 2017)","(102, 2012)","(40, 2016)","(102, 2016)","(0, 2014)","(19, 2013)","(4, 2016)"
8,0.08400000000000002,"(19, 2015)","(0, 2015)","(102, 2013)","(40, 2017)","(102, 2017)","(0, 2014)","(19, 2015)","(4, 2016)"
9,0.07400000000000001,"(19, 2015)","(0, 2012)","(102, 2013)","(40, 2014)","(102, 2015)","(0, 2012)","(19, 2015)","(4, 2014)"
