Design
Parameter,Units,SB0,SB1,SB2,SB3,SB4,SB5,SB6,SB7
Battery Capacity,kWh,1204.4506373261795,782.979980957823,1139.487445540506,1135.3223738562604,817.5717962724082,1188.8740261046696,1126.9074179588767,1136.2189617944698
Solar Capacity,kWp,1044.5649447770745,1062.1262458471763,1081.8844732808955,1078.9854329390582,1101.4725450190717,1047.0399333218934,1035.6060606060605,1096.0767490835349
Grid Con. Capacity,kW,791.8502162751973
Objective
Objective Components,Value ($)
Total,32105646.811039146
Elec. Price,9898289.692292918
Carbon Cost,3606775.80363166
Grid Ex. Cost,5.660240276483819e-09
Grid Cap. Cost,1521012.290428608
Battery Cost,8531812.639811192
Solar Cost,8547756.384874765
Reduced Scenarios
Scenario no.,Prob,SB0,SB1,SB2,SB3,SB4,SB5,SB6,SB7
0,0.10900000000000004,"(102, 2016)","(104, 2015)","(25, 2017)","(25, 2014)","(4, 2017)","(102, 2012)","(58, 2013)","(25, 2013)"
1,0.11800000000000005,"(102, 2014)","(104, 2014)","(25, 2013)","(25, 2013)","(4, 2013)","(102, 2015)","(58, 2015)","(25, 2017)"
2,0.12300000000000005,"(102, 2017)","(104, 2015)","(25, 2016)","(25, 2012)","(4, 2015)","(102, 2017)","(58, 2017)","(25, 2014)"
3,0.134,"(102, 2015)","(104, 2014)","(25, 2012)","(25, 2013)","(4, 2013)","(102, 2015)","(58, 2013)","(25, 2015)"
4,0.060000000000000005,"(102, 2015)","(104, 2015)","(25, 2016)","(25, 2017)","(4, 2014)","(102, 2014)","(58, 2013)","(25, 2017)"
5,0.136,"(102, 2013)","(104, 2017)","(25, 2013)","(25, 2015)","(4, 2016)","(102, 2012)","(58, 2014)","(25, 2015)"
6,0.08000000000000002,"(102, 2015)","(104, 2014)","(25, 2012)","(25, 2016)","(4, 2012)","(102, 2016)","(58, 2016)","(25, 2013)"
7,0.09500000000000003,"(102, 2015)","(104, 2015)","(25, 2016)","(25, 2016)","(4, 2015)","(102, 2014)","(58, 2012)","(25, 2013)"
8,0.08000000000000002,"(102, 2014)","(104, 2013)","(25, 2017)","(25, 2013)","(4, 2015)","(102, 2017)","(58, 2014)","(25, 2012)"
9,0.065,"(102, 2012)","(104, 2015)","(25, 2012)","(25, 2012)","(4, 2013)","(102, 2012)","(58, 2014)","(25, 2016)"
