Design
Parameter,Units,SB0,SB1,SB2,SB3,SB4,SB5,SB6,SB7
Battery Capacity,kWh,1166.873119571166,705.0602912571414,738.0107063109671,1166.8532730789514,1175.976387160004,1157.6944046722306,813.6945094878481,831.3613227372754
Solar Capacity,kWp,1067.5382436309326,1170.212765957447,1168.5279187817257,1070.301667603523,1044.8404475756322,1078.3403138951535,1084.7826086956522,1135.6265335738346
Grid Con. Capacity,kW,830.7168838771468
Objective
Objective Components,Value ($)
Total,33448187.594433106
Elec. Price,11110821.985392805
Carbon Cost,4166002.413936789
Grid Ex. Cost,5.973824575751982e-09
Grid Cap. Cost,1595668.6811140194
Battery Cost,7755524.014275583
Solar Cost,8820170.4997139
Reduced Scenarios
Scenario no.,Prob,SB0,SB1,SB2,SB3,SB4,SB5,SB6,SB7
0,0.09900000000000003,"(40, 2017)","(8, 2017)","(8, 2012)","(40, 2012)","(40, 2013)","(25, 2012)","(4, 2014)","(4, 2013)"
1,0.10300000000000004,"(40, 2013)","(8, 2015)","(8, 2016)","(40, 2013)","(40, 2014)","(25, 2012)","(4, 2013)","(4, 2015)"
2,0.11100000000000004,"(40, 2015)","(8, 2016)","(8, 2013)","(40, 2017)","(40, 2016)","(25, 2012)","(4, 2012)","(4, 2017)"
3,0.07500000000000001,"(40, 2017)","(8, 2017)","(8, 2017)","(40, 2012)","(40, 2016)","(25, 2012)","(4, 2015)","(4, 2017)"
4,0.15800000000000003,"(40, 2013)","(8, 2015)","(8, 2016)","(40, 2015)","(40, 2014)","(25, 2012)","(4, 2012)","(4, 2017)"
5,0.14700000000000002,"(40, 2012)","(8, 2016)","(8, 2012)","(40, 2013)","(40, 2015)","(25, 2013)","(4, 2015)","(4, 2012)"
6,0.07900000000000001,"(40, 2014)","(8, 2017)","(8, 2013)","(40, 2015)","(40, 2014)","(25, 2016)","(4, 2016)","(4, 2012)"
7,0.07500000000000001,"(40, 2017)","(8, 2013)","(8, 2013)","(40, 2013)","(40, 2013)","(25, 2014)","(4, 2016)","(4, 2013)"
8,0.09800000000000003,"(40, 2013)","(8, 2017)","(8, 2016)","(40, 2014)","(40, 2012)","(25, 2016)","(4, 2016)","(4, 2013)"
9,0.05500000000000001,"(40, 2016)","(8, 2015)","(8, 2015)","(40, 2013)","(40, 2014)","(25, 2013)","(4, 2016)","(4, 2013)"
