Design
Parameter,Units,SB0,SB1,SB2,SB3,SB4,SB5,SB6,SB7
Battery Capacity,kWh,865.663022860188,1070.46105512076,1184.7301473227078,782.6092112577827,874.7491429878025,782.6771093694855,795.6990184212223,1179.8833127247442
Solar Capacity,kWp,1170.0390608232822,1042.9530201342284,1060.956749982265,1051.7241379310344,1182.0436383676947,1091.0907791703717,1083.1472230384954,1015.0
Grid Con. Capacity,kW,1003.0999999999999
Objective
Objective Components,Value ($)
Total,34064699.866090745
Elec. Price,11378164.42991522
Carbon Cost,4442345.129996786
Grid Ex. Cost,83975.76000000552
Grid Cap. Cost,1926787.9166666665
Battery Cost,7536472.020064693
Solar Cost,8696954.609447371
Reduced Scenarios
Scenario no.,Prob,SB0,SB1,SB2,SB3,SB4,SB5,SB6,SB7
0,0.133,"(0, 2014)","(19, 2013)","(102, 2016)","(4, 2016)","(0, 2017)","(104, 2014)","(4, 2016)","(102, 2017)"
1,0.09900000000000003,"(0, 2014)","(19, 2014)","(102, 2015)","(4, 2014)","(0, 2014)","(104, 2013)","(4, 2015)","(102, 2014)"
2,0.08400000000000002,"(0, 2013)","(19, 2016)","(102, 2015)","(4, 2015)","(0, 2015)","(104, 2013)","(4, 2012)","(102, 2014)"
3,0.07800000000000001,"(0, 2015)","(19, 2016)","(102, 2012)","(4, 2017)","(0, 2016)","(104, 2012)","(4, 2012)","(102, 2015)"
4,0.11500000000000005,"(0, 2017)","(19, 2012)","(102, 2015)","(4, 2016)","(0, 2014)","(104, 2012)","(4, 2014)","(102, 2014)"
5,0.07600000000000001,"(0, 2014)","(19, 2014)","(102, 2016)","(4, 2014)","(0, 2013)","(104, 2012)","(4, 2017)","(102, 2016)"
6,0.138,"(0, 2016)","(19, 2016)","(102, 2015)","(4, 2012)","(0, 2013)","(104, 2014)","(4, 2012)","(102, 2015)"
7,0.10900000000000004,"(0, 2015)","(19, 2014)","(102, 2016)","(4, 2016)","(0, 2016)","(104, 2013)","(4, 2015)","(102, 2015)"
8,0.10800000000000004,"(0, 2014)","(19, 2015)","(102, 2016)","(4, 2016)","(0, 2012)","(104, 2015)","(4, 2017)","(102, 2012)"
9,0.060000000000000005,"(0, 2014)","(19, 2015)","(102, 2012)","(4, 2015)","(0, 2017)","(104, 2013)","(4, 2017)","(102, 2015)"
