Design
Parameter,Units,SB0,SB1,SB2,SB3,SB4,SB5,SB6,SB7
Battery Capacity,kWh,1081.625745777128,866.5478180106779,960.2764359699041,1125.1383706000674,1128.968350087083,1082.0910489595894,1075.738302161284,800.2368271013512
Solar Capacity,kWp,1083.2899119480262,1215.1162790697676,1251.5872051909273,1050.7692307692307,1058.0339805825242,1090.6952944043674,1084.5174425671566,1085.2154123832693
Grid Con. Capacity,kW,901.8290643323298
Objective
Objective Components,Value ($)
Total,34968355.90621209
Elec. Price,11686413.007036936
Carbon Cost,4509831.915854439
Grid Ex. Cost,9.648613286117327e-09
Grid Cap. Cost,1732263.3277383503
Battery Cost,8120622.898667085
Solar Cost,8919224.75691527
Reduced Scenarios
Scenario no.,Prob,SB0,SB1,SB2,SB3,SB4,SB5,SB6,SB7
0,0.12100000000000005,"(19, 2013)","(0, 2017)","(0, 2012)","(58, 2017)","(25, 2014)","(19, 2014)","(19, 2017)","(4, 2013)"
1,0.08800000000000002,"(19, 2017)","(0, 2016)","(0, 2015)","(58, 2017)","(25, 2016)","(19, 2012)","(19, 2016)","(4, 2015)"
2,0.15400000000000003,"(19, 2013)","(0, 2013)","(0, 2012)","(58, 2013)","(25, 2015)","(19, 2015)","(19, 2015)","(4, 2014)"
3,0.131,"(19, 2014)","(0, 2013)","(0, 2017)","(58, 2012)","(25, 2017)","(19, 2013)","(19, 2015)","(4, 2014)"
4,0.12300000000000005,"(19, 2014)","(0, 2016)","(0, 2012)","(58, 2015)","(25, 2013)","(19, 2017)","(19, 2012)","(4, 2016)"
5,0.07400000000000001,"(19, 2015)","(0, 2017)","(0, 2017)","(58, 2016)","(25, 2014)","(19, 2012)","(19, 2013)","(4, 2014)"
6,0.08000000000000002,"(19, 2017)","(0, 2016)","(0, 2014)","(58, 2017)","(25, 2012)","(19, 2014)","(19, 2015)","(4, 2015)"
7,0.061000000000000006,"(19, 2013)","(0, 2013)","(0, 2012)","(58, 2017)","(25, 2013)","(19, 2014)","(19, 2015)","(4, 2016)"
8,0.08800000000000002,"(19, 2013)","(0, 2016)","(0, 2012)","(58, 2012)","(25, 2012)","(19, 2015)","(19, 2012)","(4, 2017)"
9,0.08000000000000002,"(19, 2017)","(0, 2012)","(0, 2012)","(58, 2012)","(25, 2017)","(19, 2017)","(19, 2015)","(4, 2012)"
