Design
Parameter,Units,SB0,SB1,SB2,SB3,SB4,SB5,SB6,SB7
Battery Capacity,kWh,1120.2359521515427,1122.934592160488,930.6998895152861,1120.177258067998,708.2585917883283,731.2147715310894,1140.4678155008487,1166.5607860528548
Solar Capacity,kWp,1082.2777791779029,1045.974935079598,1258.9647118139014,1065.829484902309,1178.6748868169175,1188.2463214487834,1053.47127688538,1109.69868950116
Grid Con. Capacity,kW,836.5386627341335
Objective
Objective Components,Value ($)
Total,34053549.628905825
Elec. Price,11232876.239582293
Carbon Cost,4190134.298927324
Grid Ex. Cost,6.729396773152986e-09
Grid Cap. Cost,1606851.3480018147
Battery Cost,8040549.656768437
Solar Cost,8983138.085625952
Reduced Scenarios
Scenario no.,Prob,SB0,SB1,SB2,SB3,SB4,SB5,SB6,SB7
0,0.139,"(25, 2017)","(58, 2013)","(0, 2012)","(25, 2016)","(8, 2017)","(8, 2016)","(25, 2014)","(102, 2014)"
1,0.09700000000000003,"(25, 2017)","(58, 2015)","(0, 2017)","(25, 2014)","(8, 2016)","(8, 2013)","(25, 2016)","(102, 2012)"
2,0.134,"(25, 2014)","(58, 2016)","(0, 2012)","(25, 2013)","(8, 2017)","(8, 2016)","(25, 2015)","(102, 2013)"
3,0.10800000000000004,"(25, 2017)","(58, 2015)","(0, 2013)","(25, 2013)","(8, 2017)","(8, 2017)","(25, 2014)","(102, 2016)"
4,0.05,"(25, 2012)","(58, 2017)","(0, 2012)","(25, 2017)","(8, 2017)","(8, 2016)","(25, 2017)","(102, 2012)"
5,0.15000000000000002,"(25, 2015)","(58, 2016)","(0, 2012)","(25, 2012)","(8, 2017)","(8, 2016)","(25, 2014)","(102, 2016)"
6,0.07400000000000001,"(25, 2013)","(58, 2014)","(0, 2013)","(25, 2016)","(8, 2014)","(8, 2016)","(25, 2012)","(102, 2013)"
7,0.09900000000000003,"(25, 2012)","(58, 2014)","(0, 2016)","(25, 2015)","(8, 2016)","(8, 2014)","(25, 2015)","(102, 2013)"
8,0.08900000000000002,"(25, 2013)","(58, 2016)","(0, 2015)","(25, 2014)","(8, 2015)","(8, 2017)","(25, 2014)","(102, 2012)"
9,0.060000000000000005,"(25, 2014)","(58, 2017)","(0, 2013)","(25, 2017)","(8, 2016)","(8, 2016)","(25, 2014)","(102, 2015)"
