Design
Parameter,Units,SB0,SB1,SB2,SB3,SB4,SB5,SB6,SB7
Battery Capacity,kWh,768.3111057730168,787.6155996679887,1194.324769512141,1069.0752664560312,1084.870646481841,803.0682058778758,895.7834684342278,1129.1694704277015
Solar Capacity,kWp,1090.1683885683617,1060.6060606060605,1058.300647527096,1099.7816874277644,1105.2048316923515,1073.4720648738896,1184.7862045535333,1023.4782608695652
Grid Con. Capacity,kW,863.1099054239095
Objective
Objective Components,Value ($)
Total,33148892.62301299
Elec. Price,10952810.743665798
Carbon Cost,4110174.9239293123
Grid Ex. Cost,6.879637718763361e-09
Grid Cap. Cost,1657890.2766684259
Battery Cost,7732218.5326308245
Solar Cost,8695798.146118622
Reduced Scenarios
Scenario no.,Prob,SB0,SB1,SB2,SB3,SB4,SB5,SB6,SB7
0,0.10000000000000003,"(104, 2014)","(104, 2012)","(40, 2013)","(19, 2012)","(19, 2016)","(4, 2015)","(0, 2017)","(58, 2014)"
1,0.11800000000000005,"(104, 2016)","(104, 2014)","(40, 2012)","(19, 2013)","(19, 2013)","(4, 2015)","(0, 2015)","(58, 2016)"
2,0.12700000000000006,"(104, 2017)","(104, 2012)","(40, 2012)","(19, 2014)","(19, 2015)","(4, 2015)","(0, 2012)","(58, 2012)"
3,0.09900000000000003,"(104, 2017)","(104, 2014)","(40, 2014)","(19, 2016)","(19, 2013)","(4, 2015)","(0, 2016)","(58, 2013)"
4,0.15900000000000003,"(104, 2012)","(104, 2013)","(40, 2014)","(19, 2013)","(19, 2017)","(4, 2012)","(0, 2012)","(58, 2017)"
5,0.11300000000000004,"(104, 2013)","(104, 2015)","(40, 2016)","(19, 2015)","(19, 2014)","(4, 2017)","(0, 2017)","(58, 2015)"
6,0.07200000000000001,"(104, 2016)","(104, 2013)","(40, 2014)","(19, 2013)","(19, 2012)","(4, 2016)","(0, 2015)","(58, 2017)"
7,0.08100000000000002,"(104, 2014)","(104, 2015)","(40, 2012)","(19, 2016)","(19, 2015)","(4, 2015)","(0, 2017)","(58, 2017)"
8,0.07600000000000001,"(104, 2016)","(104, 2017)","(40, 2012)","(19, 2015)","(19, 2013)","(4, 2012)","(0, 2012)","(58, 2014)"
9,0.05500000000000001,"(104, 2016)","(104, 2012)","(40, 2017)","(19, 2013)","(19, 2017)","(4, 2016)","(0, 2016)","(58, 2014)"
