Design
Parameter,Units,SB0,SB1,SB2,SB3,SB4,SB5,SB6,SB7,SB8,SB9
Battery Capacity,kWh,873.526821407714,1159.4560813737207,1159.190594727022,835.7734701452354,1016.3195488117625,807.6218307642873,856.0181349179786,1032.6531919559193,1043.313802097523,1114.0631868171763
Solar Capacity,kWp,615.107995024313,591.7010043230086,593.8430667035707,630.2921826625387,560.6820431015378,624.9425915800985,603.5472505801858,574.6140733023959,564.5022323269044,583.0376226515419
Grid Con. Capacity,kW,2300.523112058224
Objective
Objective Components,Value ($)
Total,42967824.61476952
Elec. Price,13457609.257283181
Carbon Cost,8740142.383433126
Grid Ex. Cost,14293.90566013602
Grid Cap. Cost,4418921.477745172
Battery Cost,7423452.497263755
Solar Cost,8913405.093384143
Reduced Scenarios
Scenario no.,Prob,SB0,SB1,SB2,SB3,SB4,SB5,SB6,SB7,SB8,SB9
0,0.12700000000000006,"(0, 2016)","(102, 2012)","(102, 2013)","(4, 2014)","(25, 2012)","(104, 2015)","(0, 2013)","(19, 2014)","(25, 2012)","(58, 2017)"
1,0.07500000000000001,"(0, 2017)","(102, 2012)","(102, 2014)","(4, 2014)","(25, 2017)","(104, 2012)","(0, 2014)","(19, 2015)","(25, 2012)","(58, 2012)"
2,0.16200000000000003,"(0, 2012)","(102, 2015)","(102, 2012)","(4, 2012)","(25, 2017)","(104, 2015)","(0, 2013)","(19, 2012)","(25, 2014)","(58, 2014)"
3,0.10700000000000004,"(0, 2017)","(102, 2013)","(102, 2013)","(4, 2013)","(25, 2017)","(104, 2015)","(0, 2014)","(19, 2016)","(25, 2013)","(58, 2017)"
4,0.058,"(0, 2013)","(102, 2017)","(102, 2013)","(4, 2015)","(25, 2012)","(104, 2014)","(0, 2013)","(19, 2012)","(25, 2012)","(58, 2014)"
5,0.07300000000000001,"(0, 2017)","(102, 2013)","(102, 2014)","(4, 2016)","(25, 2015)","(104, 2015)","(0, 2017)","(19, 2013)","(25, 2017)","(58, 2012)"
6,0.15600000000000003,"(0, 2017)","(102, 2016)","(102, 2013)","(4, 2015)","(25, 2014)","(104, 2013)","(0, 2012)","(19, 2012)","(25, 2014)","(58, 2015)"
7,0.08600000000000002,"(0, 2016)","(102, 2017)","(102, 2015)","(4, 2015)","(25, 2015)","(104, 2012)","(0, 2015)","(19, 2016)","(25, 2013)","(58, 2017)"
8,0.09200000000000003,"(0, 2015)","(102, 2014)","(102, 2017)","(4, 2012)","(25, 2015)","(104, 2012)","(0, 2016)","(19, 2014)","(25, 2012)","(58, 2015)"
9,0.064,"(0, 2016)","(102, 2013)","(102, 2014)","(4, 2015)","(25, 2014)","(104, 2015)","(0, 2017)","(19, 2016)","(25, 2014)","(58, 2017)"
