Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh],Heating Load [kWh],Solar Generation [W/kW]
12,24,7,0,,,,5.1,0,0,0.4,0.0
1,1,1,0,,,,12.7,0,0,0.9,0.0
1,2,1,0,,,,12.7,0,0,1.1,0.0
1,3,1,0,,,,9.7,0,0,0.8,0.0
1,4,1,0,,,,10.5,0,0,0.9,0.0
1,5,1,0,,,,13.1,0,0,0.9,0.0
1,6,1,0,,,,9.8,0,0,0.9,0.0
1,7,1,0,,,,9.3,0,0,0.8,0.0
1,8,1,0,,,,11.6,0,0,0.9,2.0
1,9,1,0,,,,13.8,0,0,0.9,46.0
1,10,1,0,,,,11.2,0,0,0.9,138.0
1,11,1,0,,,,10.3,0,0,0.8,133.0
1,12,1,0,,,,12.8,0,0,0.9,83.0
1,13,1,0,,,,9.9,0,0,0.9,47.0
1,14,1,0,,,,8.8,0,0,0.9,17.0
1,15,1,0,,,,12.8,0,0,0.8,0.0
1,16,1,0,,,,11.0,0,0,0.9,0.0
1,17,1,0,,,,9.7,0,0,0.3,0.0
1,18,1,0,,,,11.2,0,0,0.3,0.0
1,19,1,0,,,,11.7,0,0,0.4,0.0
1,20,1,0,,,,9.2,0,0,0.2,0.0
1,21,1,0,,,,10.6,0,0,0.3,0.0
1,22,1,0,,,,13.1,0,0,0.4,0.0
1,23,1,0,,,,11.2,0,0,0.3,0.0
1,24,1,0,,,,10.2,0,0,0.3,0.0
1,1,2,0,,,,13.4,0,0,0.4,0.0
1,2,2,0,,,,11.9,0,0,0.3,0.0
1,3,2,0,,,,10.5,0,0,0.4,0.0
1,4,2,0,,,,12.8,0,0,0.3,0.0
1,5,2,0,,,,12.8,0,0,0.4,0.0
1,6,2,0,,,,9.7,0,0,0.3,0.0
1,7,2,0,,,,12.5,0,0,10.3,0.0
1,8,2,0,,,,14.3,0,0,6.3,5.0
1,9,2,0,,,,13.4,0,0,5.5,76.0
1,10,2,0,,,,14.2,0,0,5.1,222.0
1,11,2,0,,,,14.2,0,0,5.0,332.0
1,12,2,0,,,,12.0,0,0,5.0,369.0
1,13,2,0,,,,13.8,0,0,5.1,276.0
1,14,2,0,,,,14.8,0,0,4.8,135.0
1,15,2,0,,,,12.8,0,0,5.1,17.0
1,16,2,0,,,,12.5,0,0,4.9,0.0
1,17,2,0,,,,15.4,0,0,5.6,0.0
1,18,2,0,,,,10.4,0,0,1.9,0.0
1,19,2,0,,,,12.2,0,0,4.2,0.0
1,20,2,0,,,,13.2,0,0,6.9,0.0
1,21,2,0,,,,10.2,0,0,5.7,0.0
1,22,2,0,,,,11.6,0,0,5.4,0.0
1,23,2,0,,,,13.2,0,0,5.4,0.0
1,24,2,0,,,,11.5,0,0,5.4,0.0
1,1,3,0,,,,10.4,0,0,3.9,0.0
1,2,3,0,,,,12.4,0,0,0.9,0.0
1,3,3,0,,,,11.8,0,0,0.9,0.0
1,4,3,0,,,,9.2,0,0,0.9,0.0
1,5,3,0,,,,12.6,0,0,0.9,0.0
1,6,3,0,,,,12.9,0,0,0.9,0.0
1,7,3,0,,,,14.7,0,0,18.3,0.0
1,8,3,0,,,,28.6,0,0,13.3,0.0
1,9,3,0,,,,43.7,0,0,10.1,14.0
1,10,3,0,,,,49.6,0,0,10.6,26.0
1,11,3,0,,,,49.5,0,0,9.8,33.0
1,12,3,0,,,,55.9,0,0,12.0,80.0
1,13,3,0,,,,56.7,0,0,10.4,201.0
1,14,3,0,,,,50.0,0,0,10.3,148.0
1,15,3,0,,,,49.1,0,0,9.2,15.0
1,16,3,0,,,,50.9,0,0,9.9,0.0
1,17,3,0,,,,47.9,0,0,9.9,0.0
1,18,3,0,,,,31.9,0,0,1.6,0.0
1,19,3,0,,,,18.8,0,0,0.4,0.0
1,20,3,0,,,,16.2,0,0,0.3,0.0
1,21,3,0,,,,17.9,0,0,0.3,0.0
1,22,3,0,,,,19.0,0,0,0.4,0.0
1,23,3,0,,,,15.3,0,0,0.4,0.0
1,24,3,0,,,,15.4,0,0,0.3,0.0
1,1,4,0,,,,19.0,0,0,0.4,0.0
1,2,4,0,,,,17.9,0,0,0.3,0.0
1,3,4,0,,,,15.4,0,0,0.4,0.0
1,4,4,0,,,,16.7,0,0,0.3,0.0
1,5,4,0,,,,18.5,0,0,0.4,0.0
1,6,4,0,,,,16.8,0,0,0.4,0.0
1,7,4,0,,,,19.4,0,0,20.0,0.0
1,8,4,0,,,,33.5,0,0,14.0,16.0
1,9,4,0,,,,39.4,0,0,11.2,83.0
1,10,4,0,,,,49.7,0,0,10.4,101.0
1,11,4,0,,,,52.4,0,0,9.2,103.0
1,12,4,0,,,,53.9,0,0,10.2,69.0
1,13,4,0,,,,58.4,0,0,9.5,42.0
1,14,4,0,,,,54.1,0,0,9.0,16.0
1,15,4,0,,,,52.9,0,0,8.9,0.0
1,16,4,0,,,,52.9,0,0,8.9,0.0
1,17,4,0,,,,44.0,0,0,9.0,0.0
1,18,4,0,,,,26.4,0,0,1.9,0.0
1,19,4,0,,,,14.4,0,0,0.9,0.0
1,20,4,0,,,,12.7,0,0,0.9,0.0
1,21,4,0,,,,16.0,0,0,0.8,0.0
1,22,4,0,,,,12.7,0,0,1.0,0.0
1,23,4,0,,,,10.9,0,0,0.8,0.0
1,24,4,0,,,,12.2,0,0,0.9,0.0
1,1,5,0,,,,14.1,0,0,0.9,0.0
1,2,5,0,,,,10.8,0,0,0.9,0.0
1,3,5,0,,,,10.8,0,0,0.8,0.0
1,4,5,0,,,,12.4,0,0,0.9,0.0
1,5,5,0,,,,14.0,0,0,0.7,0.0
1,6,5,0,,,,11.1,0,0,0.3,0.0
1,7,5,0,,,,15.3,0,0,18.3,0.0
1,8,5,0,,,,28.5,0,0,13.9,20.0
1,9,5,0,,,,43.7,0,0,7.9,104.0
1,10,5,0,,,,51.1,0,0,9.0,161.0
1,11,5,0,,,,49.7,0,0,6.8,160.0
1,12,5,0,,,,48.6,0,0,10.1,112.0
1,13,5,0,,,,49.4,0,0,7.0,86.0
1,14,5,0,,,,46.4,0,0,8.4,44.0
1,15,5,0,,,,49.2,0,0,7.9,5.0
1,16,5,0,,,,47.7,0,0,7.9,0.0
1,17,5,0,,,,39.6,0,0,8.3,0.0
1,18,5,0,,,,22.8,0,0,1.1,0.0
1,19,5,0,,,,18.2,0,0,0.3,0.0
1,20,5,0,,,,18.4,0,0,0.4,0.0
1,21,5,0,,,,13.9,0,0,0.3,0.0
1,22,5,0,,,,11.9,0,0,0.3,0.0
1,23,5,0,,,,12.0,0,0,0.4,0.0
1,24,5,0,,,,11.6,0,0,0.3,0.0
1,1,6,0,,,,14.5,0,0,0.3,0.0
1,2,6,0,,,,11.9,0,0,0.4,0.0
1,3,6,0,,,,10.9,0,0,0.3,0.0
1,4,6,0,,,,10.6,0,0,0.4,0.0
1,5,6,0,,,,12.7,0,0,0.3,0.0
1,6,6,0,,,,13.2,0,0,0.9,0.0
