Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh],Heating Load [kWh],Solar Generation [W/kW]
12,24,7,0,,,,12.7,0,0,60.0,0.0
1,1,1,0,,,,25.1,0,0,30.0,0.0
1,2,1,0,,,,25.5,0,0,20.0,0.0
1,3,1,0,,,,25.7,0,0,30.0,0.0
1,4,1,0,,,,26.0,0,0,30.0,0.0
1,5,1,0,,,,26.4,0,0,150.0,0.0
1,6,1,0,,,,26.8,0,0,120.0,0.0
1,7,1,0,,,,27.5,0,0,110.0,0.0
1,8,1,0,,,,26.6,0,0,110.0,2.0
1,9,1,0,,,,26.3,0,0,170.0,46.0
1,10,1,0,,,,26.2,0,0,120.0,138.0
1,11,1,0,,,,26.1,0,0,110.0,133.0
1,12,1,0,,,,25.5,0,0,30.0,83.0
1,13,1,0,,,,25.8,0,0,30.0,47.0
1,14,1,0,,,,25.8,0,0,20.0,17.0
1,15,1,0,,,,26.6,0,0,30.0,0.0
1,16,1,0,,,,27.5,0,0,140.0,0.0
1,17,1,0,,,,28.1,0,0,110.0,0.0
1,18,1,0,,,,28.5,0,0,120.0,0.0
1,19,1,0,,,,28.2,0,0,110.0,0.0
1,20,1,0,,,,28.3,0,0,150.0,0.0
1,21,1,0,,,,28.2,0,0,150.0,0.0
1,22,1,0,,,,28.8,0,0,120.0,0.0
1,23,1,0,,,,28.3,0,0,120.0,0.0
1,24,1,0,,,,28.1,0,0,60.0,0.0
1,1,2,0,,,,28.3,0,0,30.0,0.0
1,2,2,0,,,,28.7,0,0,30.0,0.0
1,3,2,0,,,,28.8,0,0,30.0,0.0
1,4,2,0,,,,29.4,0,0,30.0,0.0
1,5,2,0,,,,29.9,0,0,200.0,0.0
1,6,2,0,,,,30.0,0,0,130.0,0.0
1,7,2,0,,,,30.7,0,0,110.0,0.0
1,8,2,0,,,,30.1,0,0,130.0,5.0
1,9,2,0,,,,30.2,0,0,130.0,76.0
1,10,2,0,,,,29.7,0,0,110.0,222.0
1,11,2,0,,,,29.5,0,0,140.0,332.0
1,12,2,0,,,,29.4,0,0,100.0,369.0
1,13,2,0,,,,29.1,0,0,140.0,276.0
1,14,2,0,,,,28.9,0,0,100.0,135.0
1,15,2,0,,,,29.2,0,0,130.0,17.0
1,16,2,0,,,,30.7,0,0,100.0,0.0
1,17,2,0,,,,31.5,0,0,130.0,0.0
1,18,2,0,,,,31.4,0,0,100.0,0.0
1,19,2,0,,,,31.8,0,0,130.0,0.0
1,20,2,0,,,,32.0,0,0,790.0,0.0
1,21,2,0,,,,31.6,0,0,540.0,0.0
1,22,2,0,,,,31.2,0,0,530.0,0.0
1,23,2,0,,,,30.7,0,0,150.0,0.0
1,24,2,0,,,,31.2,0,0,140.0,0.0
1,1,3,0,,,,30.8,0,0,630.0,0.0
1,2,3,0,,,,30.2,0,0,510.0,0.0
1,3,3,0,,,,30.0,0,0,440.0,0.0
1,4,3,0,,,,29.6,0,0,450.0,0.0
1,5,3,0,,,,29.5,0,0,470.0,0.0
1,6,3,0,,,,30.3,0,0,480.0,0.0
1,7,3,0,,,,35.2,0,0,320.0,0.0
1,8,3,0,,,,32.4,0,0,370.0,0.0
1,9,3,0,,,,33.4,0,0,350.0,14.0
1,10,3,0,,,,37.4,0,0,380.0,26.0
1,11,3,0,,,,40.1,0,0,340.0,33.0
1,12,3,0,,,,43.2,0,0,490.0,80.0
1,13,3,0,,,,41.6,0,0,480.0,201.0
1,14,3,0,,,,41.3,0,0,470.0,148.0
1,15,3,0,,,,41.6,0,0,400.0,15.0
1,16,3,0,,,,40.2,0,0,460.0,0.0
1,17,3,0,,,,35.2,0,0,490.0,0.0
1,18,3,0,,,,34.7,0,0,410.0,0.0
1,19,3,0,,,,34.1,0,0,450.0,0.0
1,20,3,0,,,,33.7,0,0,440.0,0.0
1,21,3,0,,,,32.6,0,0,460.0,0.0
1,22,3,0,,,,31.8,0,0,410.0,0.0
1,23,3,0,,,,30.3,0,0,180.0,0.0
1,24,3,0,,,,30.0,0,0,90.0,0.0
1,1,4,0,,,,30.0,0,0,140.0,0.0
1,2,4,0,,,,30.3,0,0,90.0,0.0
1,3,4,0,,,,30.1,0,0,50.0,0.0
1,4,4,0,,,,31.1,0,0,350.0,0.0
1,5,4,0,,,,31.8,0,0,580.0,0.0
1,6,4,0,,,,32.7,0,0,470.0,0.0
1,7,4,0,,,,38.4,0,0,470.0,0.0
1,8,4,0,,,,34.7,0,0,440.0,16.0
1,9,4,0,,,,36.9,0,0,470.0,83.0
1,10,4,0,,,,40.9,0,0,480.0,101.0
1,11,4,0,,,,41.2,0,0,420.0,103.0
1,12,4,0,,,,40.1,0,0,410.0,69.0
1,13,4,0,,,,40.0,0,0,430.0,42.0
1,14,4,0,,,,41.6,0,0,390.0,16.0
1,15,4,0,,,,41.2,0,0,380.0,0.0
1,16,4,0,,,,40.8,0,0,420.0,0.0
1,17,4,0,,,,35.6,0,0,390.0,0.0
1,18,4,0,,,,36.0,0,0,430.0,0.0
1,19,4,0,,,,33.6,0,0,330.0,0.0
1,20,4,0,,,,32.6,0,0,400.0,0.0
1,21,4,0,,,,31.8,0,0,360.0,0.0
1,22,4,0,,,,30.9,0,0,150.0,0.0
1,23,4,0,,,,29.4,0,0,130.0,0.0
1,24,4,0,,,,28.3,0,0,90.0,0.0
1,1,5,0,,,,27.8,0,0,30.0,0.0
1,2,5,0,,,,27.6,0,0,40.0,0.0
1,3,5,0,,,,27.1,0,0,20.0,0.0
1,4,5,0,,,,27.2,0,0,30.0,0.0
1,5,5,0,,,,28.4,0,0,180.0,0.0
1,6,5,0,,,,31.4,0,0,140.0,0.0
1,7,5,0,,,,38.6,0,0,590.0,0.0
1,8,5,0,,,,34.5,0,0,490.0,20.0
1,9,5,0,,,,34.7,0,0,420.0,104.0
1,10,5,0,,,,38.2,0,0,430.0,161.0
1,11,5,0,,,,40.6,0,0,440.0,160.0
1,12,5,0,,,,42.1,0,0,450.0,112.0
1,13,5,0,,,,42.3,0,0,410.0,86.0
1,14,5,0,,,,40.7,0,0,390.0,44.0
1,15,5,0,,,,41.1,0,0,410.0,5.0
1,16,5,0,,,,45.6,0,0,400.0,0.0
1,17,5,0,,,,41.5,0,0,440.0,0.0
1,18,5,0,,,,35.6,0,0,420.0,0.0
1,19,5,0,,,,34.8,0,0,410.0,0.0
1,20,5,0,,,,33.6,0,0,390.0,0.0
1,21,5,0,,,,32.6,0,0,50.0,0.0
1,22,5,0,,,,32.7,0,0,90.0,0.0
1,23,5,0,,,,30.7,0,0,110.0,0.0
1,24,5,0,,,,30.4,0,0,120.0,0.0
1,1,6,0,,,,30.6,0,0,130.0,0.0
1,2,6,0,,,,30.5,0,0,130.0,0.0
1,3,6,0,,,,30.1,0,0,30.0,0.0
1,4,6,0,,,,30.9,0,0,30.0,0.0
1,5,6,0,,,,31.1,0,0,190.0,0.0
1,6,6,0,,,,33.1,0,0,110.0,0.0
1,7,6,0,,,,38.4,0,0,760.0,0.0
1,8,6,0,,,,36.4,0,0,520.0,18.0
1,9,6,0,,,,37.5,0,0,520.0,140.0
1,10,6,0,,,,41.4,0,0,500.0,452.0
1,11,6,0,,,,41.7,0,0,420.0,538.0
1,12,6,0,,,,42.0,0,0,400.0,530.0
1,13,6,0,,,,41.2,0,0,340.0,439.0
1,14,6,0,,,,42.2,0,0,380.0,267.0
1,15,6,0,,,,40.4,0,0,330.0,55.0
1,16,6,0,,,,46.4,0,0,380.0,0.0
1,17,6,0,,,,42.9,0,0,350.0,0.0
1,18,6,0,,,,41.1,0,0,340.0,0.0
1,19,6,0,,,,38.8,0,0,370.0,0.0
1,20,6,0,,,,37.8,0,0,20.0,0.0
1,21,6,0,,,,36.9,0,0,30.0,0.0
