Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh],Heating Load [kWh],Solar Generation [W/kW]
12,24,5,0,,,,21.1,0,0,0,-1
1,1,6,0,,,,42.2,0,0,0,-1
1,2,6,0,,,,41.5,0,0,0,-1
1,3,6,0,,,,42.0,0,0,0,-1
1,4,6,0,,,,42.2,0,0,0,-1
1,5,6,0,,,,42.2,0,0,0,-1
1,6,6,0,,,,72.1,0,0,0,-1
1,7,6,0,,,,93.0,0,0,0,-1
1,8,6,0,,,,92.7,0,0,0,-1
1,9,6,0,,,,88.7,0,0,0,-1
1,10,6,0,,,,106.1,0,0,0,-1
1,11,6,0,,,,88.7,0,0,0,-1
1,12,6,0,,,,86.7,0,0,0,-1
1,13,6,0,,,,86.0,0,0,0,-1
1,14,6,0,,,,96.3,0,0,0,-1
1,15,6,0,,,,86.0,0,0,0,-1
1,16,6,0,,,,87.5,0,0,0,-1
1,17,6,0,,,,80.2,0,0,0,-1
1,18,6,0,,,,51.8,0,0,0,-1
1,19,6,0,,,,44.5,0,0,0,-1
1,20,6,0,,,,45.2,0,0,0,-1
1,21,6,0,,,,45.5,0,0,0,-1
1,22,6,0,,,,43.7,0,0,0,-1
1,23,6,0,,,,42.2,0,0,0,-1
1,24,6,0,,,,42.5,0,0,0,-1
1,1,7,0,,,,42.2,0,0,0,-1
1,2,7,0,,,,43.0,0,0,0,-1
1,3,7,0,,,,42.5,0,0,0,-1
1,4,7,0,,,,42.2,0,0,0,-1
1,5,7,0,,,,43.7,0,0,0,-1
1,6,7,0,,,,54.5,0,0,0,-1
1,7,7,0,,,,69.9,0,0,0,-1
1,8,7,0,,,,66.9,0,0,0,-1
1,9,7,0,,,,66.3,0,0,0,-1
1,10,7,0,,,,77.2,0,0,0,-1
1,11,7,0,,,,74.9,0,0,0,-1
1,12,7,0,,,,61.8,0,0,0,-1
1,13,7,0,,,,60.3,0,0,0,-1
1,14,7,0,,,,64.1,0,0,0,-1
1,15,7,0,,,,60.1,0,0,0,-1
1,16,7,0,,,,65.1,0,0,0,-1
1,17,7,0,,,,57.8,0,0,0,-1
1,18,7,0,,,,44.5,0,0,0,-1
