Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh],Heating Load [kWh],Solar Generation [W/kW]
12,24,4,0,,,,19.6,0,0,0,-1
1,1,5,0,,,,37.7,0,0,0,-1
1,2,5,0,,,,37.5,0,0,0,-1
1,3,5,0,,,,39.5,0,0,0,-1
1,4,5,0,,,,38.0,0,0,0,-1
1,5,5,0,,,,40.0,0,0,0,-1
1,6,5,0,,,,70.9,0,0,0,-1
1,7,5,0,,,,124.4,0,0,0,-1
1,8,5,0,,,,168.7,0,0,0,-1
1,9,5,0,,,,130.7,0,0,0,-1
1,10,5,0,,,,126.5,0,0,0,-1
1,11,5,0,,,,113.4,0,0,0,-1
1,12,5,0,,,,74.7,0,0,0,-1
1,13,5,0,,,,77.9,0,0,0,-1
1,14,5,0,,,,77.2,0,0,0,-1
1,15,5,0,,,,77.9,0,0,0,-1
1,16,5,0,,,,78.9,0,0,0,-1
1,17,5,0,,,,63.6,0,0,0,-1
1,18,5,0,,,,43.2,0,0,0,-1
1,19,5,0,,,,40.7,0,0,0,-1
1,20,5,0,,,,42.0,0,0,0,-1
1,21,5,0,,,,40.7,0,0,0,-1
1,22,5,0,,,,38.5,0,0,0,-1
1,23,5,0,,,,38.5,0,0,0,-1
1,24,5,0,,,,39.0,0,0,0,-1
1,1,6,0,,,,37.7,0,0,0,-1
1,2,6,0,,,,38.5,0,0,0,-1
1,3,6,0,,,,38.5,0,0,0,-1
1,4,6,0,,,,39.0,0,0,0,-1
1,5,6,0,,,,39.7,0,0,0,-1
1,6,6,0,,,,67.6,0,0,0,-1
1,7,6,0,,,,121.9,0,0,0,-1
1,8,6,0,,,,161.4,0,0,0,-1
1,9,6,0,,,,128.5,0,0,0,-1
1,10,6,0,,,,122.2,0,0,0,-1
1,11,6,0,,,,108.9,0,0,0,-1
1,12,6,0,,,,75.7,0,0,0,-1
1,13,6,0,,,,77.9,0,0,0,-1
1,14,6,0,,,,79.7,0,0,0,-1
1,15,6,0,,,,76.9,0,0,0,-1
1,16,6,0,,,,81.0,0,0,0,-1
1,17,6,0,,,,69.4,0,0,0,-1
1,18,6,0,,,,43.7,0,0,0,-1
1,19,6,0,,,,40.7,0,0,0,-1
1,20,6,0,,,,42.0,0,0,0,-1
1,21,6,0,,,,40.7,0,0,0,-1
1,22,6,0,,,,39.0,0,0,0,-1
1,23,6,0,,,,37.7,0,0,0,-1
1,24,6,0,,,,39.0,0,0,0,-1
1,1,7,0,,,,37.7,0,0,0,-1
1,2,7,0,,,,39.0,0,0,0,-1
1,3,7,0,,,,37.7,0,0,0,-1
1,4,7,0,,,,39.0,0,0,0,-1
1,5,7,0,,,,39.7,0,0,0,-1
1,6,7,0,,,,66.1,0,0,0,-1
1,7,7,0,,,,129.2,0,0,0,-1
1,8,7,0,,,,176.7,0,0,0,-1
1,9,7,0,,,,138.0,0,0,0,-1
1,10,7,0,,,,137.3,0,0,0,-1
1,11,7,0,,,,122.2,0,0,0,-1
1,12,7,0,,,,79.4,0,0,0,-1
1,13,7,0,,,,81.0,0,0,0,-1
1,14,7,0,,,,80.2,0,0,0,-1
1,15,7,0,,,,79.7,0,0,0,-1
1,16,7,0,,,,80.5,0,0,0,-1
1,17,7,0,,,,68.9,0,0,0,-1
1,18,7,0,,,,44.0,0,0,0,-1
1,19,7,0,,,,39.2,0,0,0,-1
1,20,7,0,,,,40.7,0,0,0,-1
