Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh],Heating Load [kWh],Solar Generation [W/kW]
12,24,3,0,,,,61.3,0,0,0,0.0
1,1,4,0,,,,122.5,0,0,0,0.0
1,2,4,0,,,,117.6,0,0,0,0.0
1,3,4,0,,,,117.9,0,0,0,0.0
1,4,4,0,,,,122.1,0,0,0,0.0
1,5,4,0,,,,118.0,0,0,0,0.0
1,6,4,0,,,,122.5,0,0,0,0.0
1,7,4,0,,,,118.0,0,0,0,0.0
1,8,4,0,,,,122.4,0,0,0,3.0
1,9,4,0,,,,108.7,0,0,0,39.0
1,10,4,0,,,,108.5,0,0,0,110.0
1,11,4,0,,,,108.5,0,0,0,180.0
1,12,4,0,,,,113.2,0,0,0,184.0
1,13,4,0,,,,113.2,0,0,0,108.0
1,14,4,0,,,,117.4,0,0,0,50.0
1,15,4,0,,,,104.1,0,0,0,10.0
1,16,4,0,,,,99.4,0,0,0,0.0
1,17,4,0,,,,96.6,0,0,0,0.0
1,18,4,0,,,,100.9,0,0,0,0.0
1,19,4,0,,,,100.5,0,0,0,0.0
1,20,4,0,,,,100.5,0,0,0,0.0
1,21,4,0,,,,95.8,0,0,0,0.0
1,22,4,0,,,,100.0,0,0,0,0.0
1,23,4,0,,,,95.0,0,0,0,0.0
1,24,4,0,,,,95.3,0,0,0,0.0
1,1,5,0,,,,103.8,0,0,0,0.0
1,2,5,0,,,,104.0,0,0,0,0.0
1,3,5,0,,,,99.3,0,0,0,0.0
1,4,5,0,,,,104.1,0,0,0,0.0
1,5,5,0,,,,100.0,0,0,0,0.0
1,6,5,0,,,,104.9,0,0,0,0.0
1,7,5,0,,,,114.6,0,0,0,0.0
1,8,5,0,,,,118.6,0,0,0,22.0
1,9,5,0,,,,116.1,0,0,0,157.0
1,10,5,0,,,,122.4,0,0,0,379.0
1,11,5,0,,,,113.6,0,0,0,459.0
1,12,5,0,,,,108.8,0,0,0,401.0
1,13,5,0,,,,102.9,0,0,0,173.0
1,14,5,0,,,,98.1,0,0,0,34.0
1,15,5,0,,,,107.2,0,0,0,2.0
1,16,5,0,,,,107.1,0,0,0,0.0
1,17,5,0,,,,115.4,0,0,0,0.0
1,18,5,0,,,,110.0,0,0,0,0.0
1,19,5,0,,,,109.6,0,0,0,0.0
1,20,5,0,,,,109.3,0,0,0,0.0
1,21,5,0,,,,113.8,0,0,0,0.0
1,22,5,0,,,,109.9,0,0,0,0.0
1,23,5,0,,,,119.1,0,0,0,0.0
1,24,5,0,,,,109.5,0,0,0,0.0
1,1,6,0,,,,109.2,0,0,0,0.0
1,2,6,0,,,,106.5,0,0,0,0.0
1,3,6,0,,,,112.2,0,0,0,0.0
1,4,6,0,,,,116.3,0,0,0,0.0
1,5,6,0,,,,114.9,0,0,0,0.0
1,6,6,0,,,,115.6,0,0,0,0.0
1,7,6,0,,,,120.3,0,0,0,0.0
1,8,6,0,,,,111.9,0,0,0,13.0
1,9,6,0,,,,118.9,0,0,0,123.0
1,10,6,0,,,,110.7,0,0,0,224.0
1,11,6,0,,,,111.4,0,0,0,247.0
1,12,6,0,,,,113.2,0,0,0,178.0
1,13,6,0,,,,134.5,0,0,0,132.0
1,14,6,0,,,,121.8,0,0,0,55.0
1,15,6,0,,,,127.5,0,0,0,8.0
1,16,6,0,,,,125.1,0,0,0,0.0
1,17,6,0,,,,134.0,0,0,0,0.0
1,18,6,0,,,,124.3,0,0,0,0.0
1,19,6,0,,,,127.7,0,0,0,0.0
1,20,6,0,,,,127.8,0,0,0,0.0
1,21,6,0,,,,127.9,0,0,0,0.0
1,22,6,0,,,,127.5,0,0,0,0.0
1,23,6,0,,,,122.8,0,0,0,0.0
1,24,6,0,,,,127.6,0,0,0,0.0
1,1,7,0,,,,127.6,0,0,0,0.0
1,2,7,0,,,,123.0,0,0,0,0.0
1,3,7,0,,,,128.1,0,0,0,0.0
1,4,7,0,,,,122.9,0,0,0,0.0
1,5,7,0,,,,118.8,0,0,0,0.0
1,6,7,0,,,,118.5,0,0,0,0.0
1,7,7,0,,,,114.0,0,0,0,0.0
1,8,7,0,,,,113.9,0,0,0,0.0
1,9,7,0,,,,124.0,0,0,0,20.0
1,10,7,0,,,,119.0,0,0,0,58.0
1,11,7,0,,,,114.4,0,0,0,99.0
1,12,7,0,,,,114.6,0,0,0,146.0
