Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh],Heating Load [kWh],Solar Generation [W/kW]
12,24,3,0,,,,21.4,0,0,0,-1
1,1,4,0,,,,41.2,0,0,0,-1
1,2,4,0,,,,40.4,0,0,0,-1
1,3,4,0,,,,44.1,0,0,0,-1
1,4,4,0,,,,69.3,0,0,0,-1
1,5,4,0,,,,68.6,0,0,0,-1
1,6,4,0,,,,100.9,0,0,0,-1
1,7,4,0,,,,127.7,0,0,0,-1
1,8,4,0,,,,127.0,0,0,0,-1
1,9,4,0,,,,124.9,0,0,0,-1
1,10,4,0,,,,125.9,0,0,0,-1
1,11,4,0,,,,127.4,0,0,0,-1
1,12,4,0,,,,127.6,0,0,0,-1
1,13,4,0,,,,126.9,0,0,0,-1
1,14,4,0,,,,128.7,0,0,0,-1
1,15,4,0,,,,128.1,0,0,0,-1
1,16,4,0,,,,132.1,0,0,0,-1
1,17,4,0,,,,101.8,0,0,0,-1
1,18,4,0,,,,55.5,0,0,0,-1
1,19,4,0,,,,54.2,0,0,0,-1
1,20,4,0,,,,50.8,0,0,0,-1
1,21,4,0,,,,51.0,0,0,0,-1
1,22,4,0,,,,44.2,0,0,0,-1
1,23,4,0,,,,41.2,0,0,0,-1
1,24,4,0,,,,45.2,0,0,0,-1
1,1,5,0,,,,42.0,0,0,0,-1
1,2,5,0,,,,41.2,0,0,0,-1
1,3,5,0,,,,41.8,0,0,0,-1
1,4,5,0,,,,51.2,0,0,0,-1
1,5,5,0,,,,70.9,0,0,0,-1
1,6,5,0,,,,101.4,0,0,0,-1
1,7,5,0,,,,129.5,0,0,0,-1
1,8,5,0,,,,141.9,0,0,0,-1
1,9,5,0,,,,158.4,0,0,0,-1
1,10,5,0,,,,172.0,0,0,0,-1
1,11,5,0,,,,211.1,0,0,0,-1
1,12,5,0,,,,178.8,0,0,0,-1
1,13,5,0,,,,171.8,0,0,0,-1
1,14,5,0,,,,174.9,0,0,0,-1
1,15,5,0,,,,175.8,0,0,0,-1
1,16,5,0,,,,186.5,0,0,0,-1
1,17,5,0,,,,135.4,0,0,0,-1
1,18,5,0,,,,76.3,0,0,0,-1
1,19,5,0,,,,77.5,0,0,0,-1
1,20,5,0,,,,53.4,0,0,0,-1
1,21,5,0,,,,50.9,0,0,0,-1
1,22,5,0,,,,43.6,0,0,0,-1
1,23,5,0,,,,44.1,0,0,0,-1
1,24,5,0,,,,42.1,0,0,0,-1
1,1,6,0,,,,43.6,0,0,0,-1
1,2,6,0,,,,42.6,0,0,0,-1
1,3,6,0,,,,40.7,0,0,0,-1
1,4,6,0,,,,47.4,0,0,0,-1
1,5,6,0,,,,67.4,0,0,0,-1
1,6,6,0,,,,101.7,0,0,0,-1
1,7,6,0,,,,128.3,0,0,0,-1
1,8,6,0,,,,144.3,0,0,0,-1
1,9,6,0,,,,170.0,0,0,0,-1
1,10,6,0,,,,168.4,0,0,0,-1
1,11,6,0,,,,166.0,0,0,0,-1
1,12,6,0,,,,165.9,0,0,0,-1
1,13,6,0,,,,179.9,0,0,0,-1
1,14,6,0,,,,177.0,0,0,0,-1
1,15,6,0,,,,179.7,0,0,0,-1
1,16,6,0,,,,176.2,0,0,0,-1
1,17,6,0,,,,126.3,0,0,0,-1
1,18,6,0,,,,70.9,0,0,0,-1
1,19,6,0,,,,57.6,0,0,0,-1
1,20,6,0,,,,54.6,0,0,0,-1
1,21,6,0,,,,53.6,0,0,0,-1
1,22,6,0,,,,48.4,0,0,0,-1
1,23,6,0,,,,44.8,0,0,0,-1
1,24,6,0,,,,45.9,0,0,0,-1
1,1,7,0,,,,42.9,0,0,0,-1
1,2,7,0,,,,45.1,0,0,0,-1
1,3,7,0,,,,40.8,0,0,0,-1
1,4,7,0,,,,48.4,0,0,0,-1
1,5,7,0,,,,47.4,0,0,0,-1
1,6,7,0,,,,47.5,0,0,0,-1
1,7,7,0,,,,45.0,0,0,0,-1
1,8,7,0,,,,43.3,0,0,0,-1
1,9,7,0,,,,42.6,0,0,0,-1
1,10,7,0,,,,40.5,0,0,0,-1
1,11,7,0,,,,42.0,0,0,0,-1
1,12,7,0,,,,42.6,0,0,0,-1
1,13,7,0,,,,43.7,0,0,0,-1
1,14,7,0,,,,41.9,0,0,0,-1
1,15,7,0,,,,48.5,0,0,0,-1
1,16,7,0,,,,48.6,0,0,0,-1
1,17,7,0,,,,51.2,0,0,0,-1
1,18,7,0,,,,50.8,0,0,0,-1
1,19,7,0,,,,49.0,0,0,0,-1
1,20,7,0,,,,51.6,0,0,0,-1
1,21,7,0,,,,49.8,0,0,0,-1
1,22,7,0,,,,50.2,0,0,0,-1
1,23,7,0,,,,48.9,0,0,0,-1
1,24,7,0,,,,53.4,0,0,0,-1
1,1,1,0,,,,52.8,0,0,0,-1
1,2,1,0,,,,51.4,0,0,0,-1
1,3,1,0,,,,55.6,0,0,0,-1
1,4,1,0,,,,58.9,0,0,0,-1
1,5,1,0,,,,59.3,0,0,0,-1
1,6,1,0,,,,58.3,0,0,0,-1
1,7,1,0,,,,54.5,0,0,0,-1
1,8,1,0,,,,51.5,0,0,0,-1
1,9,1,0,,,,50.0,0,0,0,-1
1,10,1,0,,,,44.2,0,0,0,-1
1,11,1,0,,,,42.5,0,0,0,-1
1,12,1,0,,,,41.4,0,0,0,-1
1,13,1,0,,,,42.7,0,0,0,-1
1,14,1,0,,,,44.9,0,0,0,-1
1,15,1,0,,,,48.7,0,0,0,-1
1,16,1,0,,,,51.5,0,0,0,-1
1,17,1,0,,,,52.6,0,0,0,-1
1,18,1,0,,,,53.8,0,0,0,-1
1,19,1,0,,,,54.4,0,0,0,-1
1,20,1,0,,,,53.2,0,0,0,-1
1,21,1,0,,,,50.8,0,0,0,-1
1,22,1,0,,,,44.8,0,0,0,-1
1,23,1,0,,,,44.8,0,0,0,-1
1,24,1,0,,,,41.9,0,0,0,-1
1,1,2,0,,,,41.6,0,0,0,-1
1,2,2,0,,,,46.8,0,0,0,-1
1,3,2,0,,,,68.0,0,0,0,-1
1,4,2,0,,,,68.2,0,0,0,-1
1,5,2,0,,,,67.4,0,0,0,-1
1,6,2,0,,,,104.8,0,0,0,-1
1,7,2,0,,,,133.3,0,0,0,-1
1,8,2,0,,,,157.4,0,0,0,-1
1,9,2,0,,,,182.8,0,0,0,-1
1,10,2,0,,,,189.4,0,0,0,-1
1,11,2,0,,,,194.2,0,0,0,-1
1,12,2,0,,,,195.4,0,0,0,-1
1,13,2,0,,,,191.2,0,0,0,-1
1,14,2,0,,,,195.1,0,0,0,-1
1,15,2,0,,,,209.8,0,0,0,-1
1,16,2,0,,,,194.3,0,0,0,-1
1,17,2,0,,,,152.6,0,0,0,-1
1,18,2,0,,,,91.0,0,0,0,-1
1,19,2,0,,,,69.4,0,0,0,-1
1,20,2,0,,,,67.7,0,0,0,-1
1,21,2,0,,,,62.8,0,0,0,-1
1,22,2,0,,,,53.9,0,0,0,-1
1,23,2,0,,,,54.1,0,0,0,-1
1,24,2,0,,,,51.4,0,0,0,-1
1,1,3,0,,,,48.4,0,0,0,-1
1,2,3,0,,,,47.8,0,0,0,-1
1,3,3,0,,,,51.5,0,0,0,-1
1,4,3,0,,,,75.7,0,0,0,-1
1,5,3,0,,,,74.3,0,0,0,-1
1,6,3,0,,,,116.1,0,0,0,-1
1,7,3,0,,,,166.1,0,0,0,-1
1,8,3,0,,,,191.9,0,0,0,-1
1,9,3,0,,,,209.3,0,0,0,-1
1,10,3,0,,,,227.9,0,0,0,-1
1,11,3,0,,,,236.7,0,0,0,-1
1,12,3,0,,,,232.0,0,0,0,-1
1,13,3,0,,,,238.2,0,0,0,-1
1,14,3,0,,,,231.8,0,0,0,-1
1,15,3,0,,,,222.0,0,0,0,-1
1,16,3,0,,,,211.1,0,0,0,-1
1,17,3,0,,,,167.7,0,0,0,-1
1,18,3,0,,,,104.6,0,0,0,-1
1,19,3,0,,,,85.8,0,0,0,-1
1,20,3,0,,,,67.0,0,0,0,-1
1,21,3,0,,,,56.6,0,0,0,-1
1,22,3,0,,,,51.2,0,0,0,-1
1,23,3,0,,,,47.0,0,0,0,-1
1,24,3,0,,,,52.3,0,0,0,-1
1,1,4,0,,,,48.1,0,0,0,-1
1,2,4,0,,,,47.5,0,0,0,-1
1,3,4,0,,,,47.8,0,0,0,-1
1,4,4,0,,,,54.2,0,0,0,-1
1,5,4,0,,,,55.5,0,0,0,-1
1,6,4,0,,,,107.7,0,0,0,-1
1,7,4,0,,,,139.8,0,0,0,-1
1,8,4,0,,,,200.9,0,0,0,-1
1,9,4,0,,,,205.7,0,0,0,-1
1,10,4,0,,,,220.2,0,0,0,-1
1,11,4,0,,,,231.1,0,0,0,-1
1,12,4,0,,,,235.9,0,0,0,-1
1,13,4,0,,,,242.3,0,0,0,-1
1,14,4,0,,,,240.2,0,0,0,-1
1,15,4,0,,,,227.9,0,0,0,-1
1,16,4,0,,,,223.4,0,0,0,-1
1,17,4,0,,,,174.4,0,0,0,-1
1,18,4,0,,,,103.0,0,0,0,-1
1,19,4,0,,,,90.1,0,0,0,-1
1,20,4,0,,,,68.9,0,0,0,-1
1,21,4,0,,,,57.8,0,0,0,-1
1,22,4,0,,,,52.3,0,0,0,-1
1,23,4,0,,,,47.9,0,0,0,-1
1,24,4,0,,,,51.3,0,0,0,-1
1,1,5,0,,,,50.0,0,0,0,-1
1,2,5,0,,,,51.3,0,0,0,-1
1,3,5,0,,,,48.0,0,0,0,-1
1,4,5,0,,,,53.3,0,0,0,-1
1,5,5,0,,,,52.3,0,0,0,-1
1,6,5,0,,,,98.1,0,0,0,-1
1,7,5,0,,,,156.5,0,0,0,-1
1,8,5,0,,,,197.4,0,0,0,-1
1,9,5,0,,,,215.4,0,0,0,-1
1,10,5,0,,,,222.2,0,0,0,-1
1,11,5,0,,,,240.2,0,0,0,-1
1,12,5,0,,,,234.7,0,0,0,-1
1,13,5,0,,,,242.3,0,0,0,-1
1,14,5,0,,,,242.4,0,0,0,-1
1,15,5,0,,,,237.3,0,0,0,-1
1,16,5,0,,,,219.8,0,0,0,-1
1,17,5,0,,,,179.9,0,0,0,-1
1,18,5,0,,,,109.9,0,0,0,-1
1,19,5,0,,,,90.7,0,0,0,-1
1,20,5,0,,,,64.2,0,0,0,-1
1,21,5,0,,,,58.8,0,0,0,-1
1,22,5,0,,,,51.7,0,0,0,-1
1,23,5,0,,,,51.7,0,0,0,-1
1,24,5,0,,,,52.9,0,0,0,-1
1,1,6,0,,,,53.8,0,0,0,-1
1,2,6,0,,,,55.2,0,0,0,-1
1,3,6,0,,,,48.4,0,0,0,-1
1,4,6,0,,,,58.1,0,0,0,-1
1,5,6,0,,,,57.0,0,0,0,-1
1,6,6,0,,,,100.2,0,0,0,-1
1,7,6,0,,,,147.8,0,0,0,-1
1,8,6,0,,,,212.8,0,0,0,-1
1,9,6,0,,,,213.6,0,0,0,-1
1,10,6,0,,,,218.3,0,0,0,-1
1,11,6,0,,,,229.9,0,0,0,-1
1,12,6,0,,,,230.4,0,0,0,-1
1,13,6,0,,,,232.9,0,0,0,-1
1,14,6,0,,,,219.9,0,0,0,-1
1,15,6,0,,,,223.1,0,0,0,-1
1,16,6,0,,,,217.2,0,0,0,-1
1,17,6,0,,,,174.8,0,0,0,-1
1,18,6,0,,,,99.6,0,0,0,-1
1,19,6,0,,,,83.0,0,0,0,-1
1,20,6,0,,,,59.1,0,0,0,-1
1,21,6,0,,,,52.2,0,0,0,-1
1,22,6,0,,,,51.5,0,0,0,-1
1,23,6,0,,,,46.0,0,0,0,-1
1,24,6,0,,,,44.0,0,0,0,-1
1,1,7,0,,,,48.1,0,0,0,-1
1,2,7,0,,,,44.0,0,0,0,-1
1,3,7,0,,,,43.3,0,0,0,-1
1,4,7,0,,,,49.3,0,0,0,-1
1,5,7,0,,,,47.8,0,0,0,-1
1,6,7,0,,,,47.6,0,0,0,-1
1,7,7,0,,,,45.3,0,0,0,-1
1,8,7,0,,,,42.8,0,0,0,-1
1,9,7,0,,,,41.1,0,0,0,-1
1,10,7,0,,,,41.2,0,0,0,-1
1,11,7,0,,,,44.7,0,0,0,-1
1,12,7,0,,,,44.0,0,0,0,-1
1,13,7,0,,,,45.8,0,0,0,-1
1,14,7,0,,,,46.3,0,0,0,-1
1,15,7,0,,,,47.8,0,0,0,-1
